week,date,operation_unit,process_stage,region,orders_processed,orders_delayed,defects_count,avg_processing_time,customer_complaints,cost_per_order
12,2021-03-19,Support Team,delivery,West,1,0,0,0.59,100,624.75
12,2021-03-19,Support Team,order_processing,West,2,100,0,2.9,200,598.08
12,2021-03-19,Warehouse A,delivery,North,5,300,0,2.59,100,403.33
12,2021-03-19,Warehouse A,order_processing,North,8,500,0,2.61,800,494.91
12,2021-03-19,Warehouse A,packaging,North,5,500,0,2.16,300,629.15
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.06,100,576.13
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,3.86,100,384.66
12,2021-03-19,Support Team,delivery,West,1,100,0,4.06,100,146.22
12,2021-03-19,Support Team,order_processing,West,2,200,0,3.91,100,210.28
12,2021-03-19,Warehouse A,delivery,North,6,400,0,2.55,400,761.37
12,2021-03-19,Warehouse A,order_processing,North,3,300,0,2.87,200,588.24
12,2021-03-19,Warehouse A,packaging,North,4,100,0,2.65,200,591.22
12,2021-03-19,Warehouse A,shipping,North,7,400,0,1.42,100,319.62
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.67,100,287.33
12,2021-03-19,Support Team,order_processing,West,3,300,0,4.34,200,401.17
12,2021-03-19,Support Team,packaging,West,1,100,0,3.52,100,101.39
12,2021-03-19,Support Team,shipping,West,1,100,0,0.59,0,104.02
12,2021-03-19,Warehouse A,delivery,North,10,900,0,2.55,700,401.43
12,2021-03-19,Warehouse A,order_processing,North,5,200,0,2.85,500,309.97
12,2021-03-19,Warehouse A,packaging,North,1,100,0,1.86,100,251.78
12,2021-03-19,Warehouse A,shipping,North,3,200,0,2.78,300,463.83
12,2021-03-19,Support Team,delivery,West,1,100,0,4.99,100,285.34
12,2021-03-19,Support Team,order_processing,West,2,200,0,2.34,200,231.38
12,2021-03-19,Support Team,packaging,West,1,0,0,1.18,100,515.52
12,2021-03-19,Support Team,shipping,West,1,100,0,1.16,100,947.48
12,2021-03-19,Warehouse A,delivery,North,4,300,0,1.69,200,426.54
12,2021-03-19,Warehouse A,order_processing,North,6,400,0,3.13,400,579.71
12,2021-03-19,Warehouse A,packaging,North,4,300,0,1.81,300,405.43
12,2021-03-19,Warehouse A,shipping,North,5,300,0,3.13,400,569.46
12,2021-03-19,Support Team,delivery,West,2,200,0,0.62,100,385.63
12,2021-03-19,Support Team,order_processing,West,3,100,0,3.61,300,346.54
12,2021-03-19,Support Team,packaging,West,1,100,0,3.02,100,168.27
12,2021-03-19,Support Team,shipping,West,2,100,0,4.42,200,112.09
12,2021-03-19,Warehouse A,delivery,North,2,200,0,4.08,200,362.18
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,3.22,300,575.0
12,2021-03-19,Warehouse A,packaging,North,6,500,0,2.72,500,528.5
12,2021-03-19,Warehouse A,shipping,North,3,200,0,3.68,200,430.96
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.41,100,121.36
12,2021-03-19,Warehouse A,delivery,North,4,200,0,2.46,100,858.56
12,2021-03-19,Warehouse A,order_processing,North,9,400,0,2.74,900,561.08
12,2021-03-19,Warehouse A,packaging,North,4,100,0,1.25,300,328.45
12,2021-03-19,Warehouse A,shipping,North,6,400,0,0.63,400,513.98
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.57,0,188.69
12,2021-03-19,Support Team,packaging,West,1,0,0,3.25,100,969.64
12,2021-03-19,Warehouse A,delivery,North,5,400,0,1.64,300,557.43
12,2021-03-19,Warehouse A,order_processing,North,8,400,0,2.7,600,486.46
12,2021-03-19,Warehouse A,packaging,North,4,200,0,2.07,300,777.62
12,2021-03-19,Warehouse A,shipping,North,5,400,0,1.37,100,301.98
12,2021-03-19,Support Team,order_processing,West,1,0,0,0.65,0,405.84
12,2021-03-19,Support Team,shipping,West,1,0,0,4.57,100,429.57
12,2021-03-19,Warehouse A,delivery,North,6,500,0,3.34,400,439.58
12,2021-03-19,Warehouse A,order_processing,North,9,500,0,3.1,800,439.95
12,2021-03-19,Warehouse A,packaging,North,2,200,0,2.51,200,101.04
12,2021-03-19,Warehouse A,shipping,North,4,400,0,0.74,400,541.8
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,0.57,100,355.02
12,2021-03-19,Support Team,delivery,West,2,100,0,2.63,0,570.73
12,2021-03-19,Support Team,packaging,West,2,200,0,2.61,100,348.67
12,2021-03-19,Support Team,shipping,West,1,0,0,3.45,100,280.01
12,2021-03-19,Warehouse A,delivery,North,4,100,0,2.59,300,613.34
12,2021-03-19,Warehouse A,order_processing,North,4,200,0,3.29,200,401.37
12,2021-03-19,Warehouse A,packaging,North,3,100,0,2.02,200,328.09
12,2021-03-19,Warehouse A,shipping,North,8,800,0,1.53,400,321.98
12,2021-03-19,Support Team,packaging,West,1,100,0,0.5,100,794.72
12,2021-03-19,Warehouse A,delivery,North,6,300,0,2.2,300,713.65
12,2021-03-19,Warehouse A,order_processing,North,15,1300,0,2.14,1300,455.88
12,2021-03-19,Warehouse A,packaging,North,1,0,0,0.82,0,463.62
12,2021-03-19,Warehouse A,shipping,North,1,100,0,4.15,100,132.19
12,2021-03-19,Support Team,delivery,West,1,100,0,3.83,100,322.14
12,2021-03-19,Support Team,order_processing,West,2,200,0,1.87,200,119.37
12,2021-03-19,Support Team,packaging,West,1,100,0,0.57,0,314.55
12,2021-03-19,Support Team,shipping,West,1,0,0,0.59,100,948.11
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.83,600,541.74
12,2021-03-19,Warehouse A,order_processing,North,8,400,0,1.59,300,471.84
12,2021-03-19,Warehouse A,packaging,North,3,200,0,1.76,200,547.89
12,2021-03-19,Warehouse A,shipping,North,1,0,0,0.5,100,345.54
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,0.69,100,281.91
12,2021-03-19,Support Team,delivery,West,3,200,0,1.97,200,658.05
12,2021-03-19,Warehouse A,delivery,North,4,300,0,3.88,100,366.26
12,2021-03-19,Warehouse A,order_processing,North,9,700,0,2.84,400,532.69
12,2021-03-19,Warehouse A,packaging,North,3,100,0,2.83,300,372.94
12,2021-03-19,Warehouse A,shipping,North,3,300,0,4.53,200,341.36
12,2021-03-19,Warehouse B,delivery,South,1,100,0,3.95,100,163.68
12,2021-03-19,Warehouse B,packaging,South,1,100,0,4.68,100,105.19
12,2021-03-19,Support Team,shipping,West,1,100,0,2.79,100,193.12
12,2021-03-19,Warehouse A,delivery,North,5,400,0,2.62,500,443.88
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,1.27,400,477.61
12,2021-03-19,Warehouse A,packaging,North,3,100,0,2.59,300,585.97
12,2021-03-19,Warehouse A,shipping,North,6,500,0,1.9,400,581.41
12,2021-03-19,Warehouse B,packaging,South,1,100,0,0.53,100,288.53
12,2021-03-19,Support Team,delivery,West,1,100,0,1.18,100,100.02
12,2021-03-19,Support Team,order_processing,West,1,100,0,1.88,100,261.28
12,2021-03-19,Support Team,shipping,West,1,0,0,2.35,100,100.21
12,2021-03-19,Warehouse A,delivery,North,3,300,0,0.71,200,315.29
12,2021-03-19,Warehouse A,order_processing,North,10,700,0,2.6,500,408.58
12,2021-03-19,Warehouse A,packaging,North,4,300,0,0.97,400,574.68
12,2021-03-19,Warehouse A,shipping,North,4,300,0,2.23,300,403.2
12,2021-03-19,Support Team,delivery,West,2,100,0,3.09,100,663.93
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.51,0,636.77
12,2021-03-19,Support Team,shipping,West,1,100,0,4.09,0,190.77
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.06,500,241.8
12,2021-03-19,Warehouse A,order_processing,North,7,300,0,3.21,300,542.52
12,2021-03-19,Warehouse A,packaging,North,2,100,0,2.22,0,214.73
12,2021-03-19,Warehouse A,shipping,North,5,300,0,3.52,500,778.1
12,2021-03-19,Support Team,delivery,West,1,100,0,4.84,100,138.47
12,2021-03-19,Support Team,order_processing,West,2,200,0,2.74,200,426.18
12,2021-03-19,Warehouse A,delivery,North,8,600,0,1.5,400,636.8
12,2021-03-19,Warehouse A,order_processing,North,7,300,0,1.98,500,670.19
12,2021-03-19,Warehouse A,packaging,North,1,0,0,0.67,100,140.98
12,2021-03-19,Warehouse A,shipping,North,5,200,0,2.33,400,309.2
12,2021-03-19,Support Team,order_processing,West,2,200,0,2.61,200,341.46
12,2021-03-19,Support Team,packaging,West,1,100,0,2.82,0,347.24
12,2021-03-19,Support Team,shipping,West,3,300,0,1.06,200,449.39
12,2021-03-19,Warehouse A,delivery,North,7,300,0,2.01,500,343.54
12,2021-03-19,Warehouse A,order_processing,North,6,500,0,2.34,600,564.76
12,2021-03-19,Warehouse A,packaging,North,3,300,0,2.88,200,675.92
12,2021-03-19,Warehouse A,shipping,North,2,200,0,2.33,100,153.1
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.83,0,106.48
12,2021-03-19,Support Team,shipping,West,1,100,0,0.85,100,122.18
12,2021-03-19,Warehouse A,delivery,North,7,300,0,2.23,700,381.24
12,2021-03-19,Warehouse A,order_processing,North,9,400,0,2.81,700,481.73
12,2021-03-19,Warehouse A,packaging,North,1,0,0,4.21,100,436.23
12,2021-03-19,Warehouse A,shipping,North,3,200,0,2.24,200,803.42
12,2021-03-19,Warehouse B,order_processing,South,2,200,0,0.7,0,159.22
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.83,100,403.35
12,2021-03-19,Support Team,shipping,West,2,200,0,1.05,100,288.24
12,2021-03-19,Warehouse A,delivery,North,7,400,0,2.68,500,203.19
12,2021-03-19,Warehouse A,order_processing,North,8,500,0,2.22,700,423.87
12,2021-03-19,Warehouse A,packaging,North,2,200,0,1.45,100,227.96
12,2021-03-19,Warehouse A,shipping,North,4,400,0,2.51,200,577.13
12,2021-03-19,Support Team,delivery,West,1,0,0,1.23,0,995.97
12,2021-03-19,Support Team,packaging,West,1,0,0,1.03,100,985.5
12,2021-03-19,Warehouse A,delivery,North,8,500,0,2.56,500,454.33
12,2021-03-19,Warehouse A,order_processing,North,10,600,0,2.92,600,371.16
12,2021-03-19,Warehouse A,packaging,North,1,0,0,3.93,100,387.94
12,2021-03-19,Warehouse A,shipping,North,2,200,0,4.4,100,907.29
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,1.04,0,965.91
12,2021-03-19,Support Team,packaging,West,2,100,0,1.54,200,305.21
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.59,300,648.31
12,2021-03-19,Warehouse A,order_processing,North,7,700,0,2.3,500,260.53
12,2021-03-19,Warehouse A,packaging,North,3,300,0,2.37,200,603.65
12,2021-03-19,Warehouse A,shipping,North,4,100,0,3.26,300,451.97
12,2021-03-19,Warehouse B,delivery,South,2,100,0,2.22,200,595.95
12,2021-03-19,Support Team,delivery,West,1,100,0,2.63,0,277.91
12,2021-03-19,Support Team,order_processing,West,1,0,0,4.06,0,628.14
12,2021-03-19,Warehouse A,delivery,North,7,600,0,2.13,500,446.34
12,2021-03-19,Warehouse A,order_processing,North,7,700,0,2.21,300,180.91
12,2021-03-19,Warehouse A,packaging,North,1,100,0,4.19,0,965.96
12,2021-03-19,Warehouse A,shipping,North,4,400,0,3.05,0,286.36
12,2021-03-19,Warehouse B,delivery,South,2,200,0,3.54,200,220.82
12,2021-03-19,Warehouse B,shipping,South,1,100,0,0.71,100,150.52
12,2021-03-19,Support Team,order_processing,West,2,200,0,1.99,100,395.12
12,2021-03-19,Warehouse A,delivery,North,5,500,0,2.42,400,451.06
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,2.18,300,466.27
12,2021-03-19,Warehouse A,packaging,North,7,600,0,2.77,400,339.73
12,2021-03-19,Warehouse A,shipping,North,5,400,0,3.03,400,555.18
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.2,100,120.29
12,2021-03-19,Support Team,shipping,West,1,100,0,0.56,0,100.1
12,2021-03-19,Warehouse A,delivery,North,9,500,0,2.73,300,311.49
12,2021-03-19,Warehouse A,order_processing,North,6,500,0,1.58,500,294.96
12,2021-03-19,Warehouse A,packaging,North,4,300,0,2.95,200,333.86
12,2021-03-19,Warehouse A,shipping,North,1,0,0,0.65,100,819.66
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,4.65,0,272.15
12,2021-03-19,Warehouse B,shipping,South,1,100,0,2.52,100,906.45
12,2021-03-19,Support Team,delivery,West,1,0,0,3.76,0,879.42
12,2021-03-19,Warehouse A,delivery,North,11,800,0,2.29,800,442.5
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,1.51,300,337.64
12,2021-03-19,Warehouse A,packaging,North,2,200,0,4.22,200,682.43
12,2021-03-19,Warehouse A,shipping,North,3,200,0,2.17,300,297.25
12,2021-03-19,Warehouse B,delivery,South,1,100,0,4.19,100,823.61
12,2021-03-19,Warehouse B,packaging,South,1,100,0,4.1,0,820.47
12,2021-03-19,Support Team,delivery,West,1,100,0,3.37,100,890.15
12,2021-03-19,Support Team,packaging,West,2,200,0,1.99,100,444.14
12,2021-03-19,Warehouse A,delivery,North,8,600,0,2.19,700,459.22
12,2021-03-19,Warehouse A,order_processing,North,6,400,0,2.44,500,395.75
12,2021-03-19,Warehouse A,packaging,North,1,100,0,3.23,0,528.56
12,2021-03-19,Warehouse A,shipping,North,3,300,0,1.62,200,417.43
12,2021-03-19,Warehouse B,order_processing,South,3,200,0,1.23,200,753.74
12,2021-03-19,Support Team,delivery,West,1,100,0,1.63,0,297.75
12,2021-03-19,Support Team,order_processing,West,2,100,0,2.38,200,105.9
12,2021-03-19,Support Team,packaging,West,2,100,0,0.81,100,728.78
12,2021-03-19,Warehouse A,delivery,North,7,300,0,2.41,600,275.71
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,2.33,300,640.84
12,2021-03-19,Warehouse A,packaging,North,4,400,0,2.36,300,499.83
12,2021-03-19,Warehouse A,shipping,North,2,200,0,3.09,100,234.24
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.67,0,992.27
12,2021-03-19,Support Team,delivery,West,2,200,0,1.73,0,140.86
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.81,0,931.81
12,2021-03-19,Support Team,packaging,West,1,100,0,2.37,0,130.96
12,2021-03-19,Support Team,shipping,West,1,0,0,0.51,100,123.14
12,2021-03-19,Warehouse A,delivery,North,7,600,0,1.63,400,538.32
12,2021-03-19,Warehouse A,order_processing,North,5,500,0,1.78,300,595.89
12,2021-03-19,Warehouse A,packaging,North,5,300,0,3.68,300,606.78
12,2021-03-19,Warehouse A,shipping,North,2,100,0,2.37,100,588.19
12,2021-03-19,Support Team,delivery,West,3,100,0,3.88,200,302.84
12,2021-03-19,Warehouse A,delivery,North,9,800,0,1.21,300,414.59
12,2021-03-19,Warehouse A,order_processing,North,7,300,0,2.87,500,466.41
12,2021-03-19,Warehouse A,packaging,North,2,200,0,2.24,200,457.36
12,2021-03-19,Warehouse A,shipping,North,3,200,0,1.51,200,811.62
12,2021-03-19,Support Team,delivery,West,1,100,0,0.5,100,666.08
12,2021-03-19,Support Team,order_processing,West,2,100,0,1.57,100,380.52
12,2021-03-19,Warehouse A,delivery,North,7,700,0,2.22,500,484.42
12,2021-03-19,Warehouse A,order_processing,North,9,500,0,2.17,400,543.97
12,2021-03-19,Warehouse A,packaging,North,5,300,0,2.45,300,515.97
12,2021-03-19,Support Team,delivery,West,2,100,0,1.4,100,577.44
12,2021-03-19,Support Team,packaging,West,2,100,0,3.18,100,635.94
12,2021-03-19,Warehouse A,delivery,North,4,300,0,3.06,200,427.6
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,2.43,600,419.07
12,2021-03-19,Warehouse A,packaging,North,2,100,0,2.77,200,722.7
12,2021-03-19,Warehouse A,shipping,North,6,400,0,2.71,400,369.56
12,2021-03-19,Support Team,order_processing,West,2,200,0,1.67,200,101.2
12,2021-03-19,Support Team,packaging,West,1,100,0,4.07,100,812.27
12,2021-03-19,Warehouse A,delivery,North,4,300,0,2.67,300,364.4
12,2021-03-19,Warehouse A,order_processing,North,7,600,0,1.83,200,499.83
12,2021-03-19,Warehouse A,packaging,North,2,100,0,1.7,0,600.37
12,2021-03-19,Warehouse A,shipping,North,4,200,0,2.8,200,796.44
12,2021-03-19,Warehouse B,delivery,South,1,0,0,0.89,0,237.62
12,2021-03-19,Warehouse B,order_processing,South,1,0,0,1.71,0,308.17
12,2021-03-19,Warehouse B,packaging,South,1,100,0,0.5,0,891.23
12,2021-03-19,Warehouse B,shipping,South,1,100,0,2.23,0,999.43
12,2021-03-19,Support Team,delivery,West,1,100,0,1.08,0,100.78
12,2021-03-19,Warehouse A,delivery,North,8,700,0,2.5,500,521.27
12,2021-03-19,Warehouse A,order_processing,North,5,200,0,3.36,400,808.2
12,2021-03-19,Warehouse A,packaging,North,6,300,0,3.15,500,421.12
12,2021-03-19,Warehouse A,shipping,North,4,200,0,2.09,200,594.16
12,2021-03-19,Support Team,order_processing,West,2,100,0,1.01,200,237.16
12,2021-03-19,Warehouse A,delivery,North,9,500,0,2.1,800,316.43
12,2021-03-19,Warehouse A,order_processing,North,6,400,0,2.74,300,479.48
12,2021-03-19,Warehouse A,packaging,North,2,100,0,3.65,0,167.68
12,2021-03-19,Warehouse A,shipping,North,3,200,0,2.7,200,325.74
12,2021-03-19,Warehouse B,order_processing,South,2,200,0,2.32,100,552.95
12,2021-03-19,Support Team,delivery,West,1,0,0,2.11,0,580.16
12,2021-03-19,Support Team,order_processing,West,4,300,0,4.2,300,441.51
12,2021-03-19,Support Team,shipping,West,1,100,0,1.24,0,100.1
12,2021-03-19,Warehouse A,delivery,North,4,300,0,2.46,300,473.64
12,2021-03-19,Warehouse A,order_processing,North,5,300,0,3.16,500,554.59
12,2021-03-19,Warehouse A,packaging,North,4,200,0,2.8,200,574.51
12,2021-03-19,Warehouse A,shipping,North,3,300,0,3.98,200,378.94
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.77,100,104.25
12,2021-03-19,Warehouse B,packaging,South,1,100,0,4.07,0,240.66
12,2021-03-19,Support Team,order_processing,West,2,100,0,0.98,100,182.34
12,2021-03-19,Support Team,packaging,West,1,0,0,2.44,100,101.29
12,2021-03-19,Support Team,shipping,West,1,100,0,1.14,0,134.16
12,2021-03-19,Warehouse A,delivery,North,1,100,0,1.97,100,100.16
12,2021-03-19,Warehouse A,order_processing,North,12,1100,0,1.52,1000,449.27
12,2021-03-19,Warehouse A,packaging,North,3,300,0,1.95,200,313.38
12,2021-03-19,Warehouse A,shipping,North,3,300,0,1.13,300,150.43
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,3.29,0,631.1
12,2021-03-19,Support Team,delivery,West,2,200,0,2.14,100,529.44
12,2021-03-19,Support Team,order_processing,West,1,100,0,3.01,100,581.23
12,2021-03-19,Warehouse A,delivery,North,4,400,0,1.14,200,261.87
12,2021-03-19,Warehouse A,order_processing,North,9,800,0,2.89,500,442.29
12,2021-03-19,Warehouse A,packaging,North,3,300,0,2.65,100,400.27
12,2021-03-19,Warehouse A,shipping,North,4,400,0,2.44,100,297.27
12,2021-03-19,Warehouse B,shipping,South,1,0,0,3.35,0,889.65
12,2021-03-19,Support Team,shipping,West,1,100,0,1.93,0,130.36
12,2021-03-19,Warehouse A,delivery,North,9,600,0,2.57,600,476.72
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,1.83,700,441.54
12,2021-03-19,Warehouse A,packaging,North,3,200,0,0.82,100,444.41
12,2021-03-19,Warehouse A,shipping,North,3,200,0,0.86,0,620.05
12,2021-03-19,Support Team,delivery,West,1,100,0,0.94,100,669.59
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.38,100,177.52
12,2021-03-19,Support Team,shipping,West,2,200,0,2.51,200,317.14
12,2021-03-19,Warehouse A,delivery,North,7,600,0,3.48,400,336.2
12,2021-03-19,Warehouse A,order_processing,North,8,500,0,2.47,700,581.5
12,2021-03-19,Warehouse A,packaging,North,4,300,0,1.92,300,449.79
12,2021-03-19,Warehouse A,shipping,North,1,100,0,2.12,100,466.9
12,2021-03-19,Support Team,delivery,West,1,100,0,4.99,100,103.44
12,2021-03-19,Support Team,order_processing,West,2,100,0,3.17,200,400.53
12,2021-03-19,Support Team,packaging,West,1,0,0,4.46,100,162.57
12,2021-03-19,Warehouse A,delivery,North,5,500,0,3.04,300,465.84
12,2021-03-19,Warehouse A,order_processing,North,8,400,0,1.41,600,718.95
12,2021-03-19,Warehouse A,packaging,North,2,100,0,1.64,100,568.8
12,2021-03-19,Warehouse A,shipping,North,3,300,0,0.6,300,296.34
12,2021-03-19,Warehouse B,delivery,South,1,100,0,1.4,100,195.72
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,2.83,0,162.98
12,2021-03-19,Support Team,delivery,West,3,200,0,1.38,200,134.84
12,2021-03-19,Support Team,order_processing,West,1,100,0,2.8,100,966.9
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.03,500,372.39
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,2.62,300,599.82
12,2021-03-19,Warehouse A,packaging,North,2,200,0,1.38,100,771.15
12,2021-03-19,Warehouse A,shipping,North,6,500,0,2.47,300,561.87
12,2021-03-19,Warehouse B,order_processing,South,1,0,0,1.05,100,368.76
12,2021-03-19,Support Team,delivery,West,1,100,0,4.77,100,937.59
12,2021-03-19,Warehouse A,delivery,North,9,700,0,2.04,700,404.52
12,2021-03-19,Warehouse A,order_processing,North,9,600,0,2.27,900,626.52
12,2021-03-19,Warehouse A,packaging,North,1,100,0,0.5,100,135.44
12,2021-03-19,Warehouse A,shipping,North,3,300,0,2.72,300,398.4
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.63,100,257.22
12,2021-03-19,Support Team,delivery,West,1,100,0,1.82,100,103.38
12,2021-03-19,Support Team,shipping,West,2,200,0,3.41,200,440.3
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.11,600,361.86
12,2021-03-19,Warehouse A,order_processing,North,10,700,0,1.94,600,514.96
12,2021-03-19,Warehouse A,packaging,North,1,100,0,4.72,100,111.43
12,2021-03-19,Warehouse A,shipping,North,4,300,0,1.35,400,204.76
12,2021-03-19,Support Team,delivery,West,3,200,0,2.15,300,149.27
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.29,400,283.7
12,2021-03-19,Warehouse A,order_processing,North,9,700,0,2.09,500,408.65
12,2021-03-19,Warehouse A,packaging,North,2,100,0,2.24,100,289.25
12,2021-03-19,Warehouse A,shipping,North,4,200,0,3.4,400,501.94
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.63,100,772.12
12,2021-03-19,Support Team,packaging,West,1,0,0,3.6,0,152.42
12,2021-03-19,Support Team,shipping,West,1,100,0,4.47,0,912.63
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.46,400,586.28
12,2021-03-19,Warehouse A,order_processing,North,11,1000,0,1.76,900,331.52
12,2021-03-19,Warehouse A,shipping,North,1,100,0,0.5,100,886.24
12,2021-03-19,Warehouse B,delivery,South,2,200,0,3.02,200,123.83
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,1.62,100,101.37
12,2021-03-19,Support Team,order_processing,West,1,100,0,1.34,100,505.96
12,2021-03-19,Support Team,shipping,West,2,200,0,2.3,200,180.5
12,2021-03-19,Warehouse A,delivery,North,6,300,0,1.21,500,663.98
12,2021-03-19,Warehouse A,order_processing,North,10,500,0,2.28,700,448.43
12,2021-03-19,Warehouse A,packaging,North,1,0,0,3.71,100,124.91
12,2021-03-19,Warehouse A,shipping,North,4,300,0,2.21,300,572.4
12,2021-03-19,Warehouse A,delivery,North,6,600,0,2.06,400,250.34
12,2021-03-19,Warehouse A,order_processing,North,10,800,0,2.6,700,504.76
12,2021-03-19,Warehouse A,packaging,North,2,200,0,1.39,200,511.64
12,2021-03-19,Warehouse A,shipping,North,5,300,0,2.0,300,591.27
12,2021-03-19,Warehouse B,delivery,South,1,100,0,0.87,0,104.1
12,2021-03-19,Support Team,delivery,West,3,200,0,2.99,200,293.22
12,2021-03-19,Support Team,order_processing,West,1,100,0,1.57,100,130.02
12,2021-03-19,Warehouse A,delivery,North,2,200,0,1.45,200,593.81
12,2021-03-19,Warehouse A,order_processing,North,12,800,0,1.77,800,691.02
12,2021-03-19,Warehouse A,packaging,North,3,300,0,1.85,300,407.07
12,2021-03-19,Warehouse A,shipping,North,1,100,0,0.87,0,639.64
12,2021-03-19,Warehouse B,delivery,South,2,100,0,3.51,200,698.63
12,2021-03-19,Support Team,delivery,West,2,0,0,1.71,100,178.42
12,2021-03-19,Support Team,order_processing,West,2,100,0,2.86,100,822.46
12,2021-03-19,Support Team,shipping,West,1,0,0,0.69,100,601.97
12,2021-03-19,Warehouse A,delivery,North,6,300,0,2.45,600,324.52
12,2021-03-19,Warehouse A,order_processing,North,5,400,0,2.34,400,679.45
12,2021-03-19,Warehouse A,packaging,North,5,200,0,3.79,400,699.26
12,2021-03-19,Warehouse B,delivery,South,1,100,0,2.82,100,108.81
12,2021-03-19,Warehouse B,order_processing,South,1,100,0,2.98,100,987.78
12,2021-03-19,Warehouse B,shipping,South,1,0,0,4.95,100,109.59
12,2021-03-19,Support Team,delivery,West,2,200,0,2.82,100,215.78
12,2021-03-19,Support Team,order_processing,West,1,100,0,1.68,0,888.52
12,2021-03-19,Support Team,packaging,West,1,100,0,0.57,100,775.6
12,2021-03-19,Support Team,shipping,West,2,100,0,2.35,200,281.92
12,2021-03-19,Warehouse A,delivery,North,5,300,0,3.27,100,265.1
12,2021-03-19,Warehouse A,order_processing,North,7,500,0,1.43,700,375.87
12,2021-03-19,Warehouse A,packaging,North,2,200,0,3.69,100,426.51
12,2021-03-19,Warehouse A,shipping,North,4,300,0,2.48,400,685.42
12,2021-03-19,Support Team,delivery,West,1,0,0,4.72,0,549.07
12,2021-03-19,Support Team,order_processing,West,4,300,0,2.51,400,718.92
12,2021-03-19,Warehouse A,delivery,North,4,200,0,2.41,100,557.9
12,2021-03-19,Warehouse A,order_processing,North,8,800,0,2.27,400,422.41
12,2021-03-19,Warehouse A,packaging,North,4,400,0,1.7,100,470.72
12,2021-03-19,Warehouse A,shipping,North,3,300,0,2.88,300,418.92
12,2021-03-19,Support Team,delivery,West,3,300,0,2.82,100,427.19
12,2021-03-19,Support Team,order_processing,West,1,100,0,4.55,100,854.13
12,2021-03-19,Support Team,shipping,West,1,100,0,0.5,100,100.05
12,2021-03-19,Warehouse A,delivery,North,6,500,0,2.72,400,555.28
12,2021-03-19,Warehouse A,order_processing,North,8,700,0,1.7,600,422.86
12,2021-03-19,Warehouse A,packaging,North,3,300,0,0.62,100,627.83
12,2021-03-19,Warehouse A,shipping,North,2,100,0,4.44,100,185.9
12,2021-03-19,Support Team,order_processing,West,2,100,0,0.88,100,290.83
12,2021-03-19,Support Team,packaging,West,1,100,0,0.61,0,230.09
12,2021-03-19,Warehouse A,delivery,North,9,400,0,2.92,800,552.08
12,2021-03-19,Warehouse A,order_processing,North,7,500,0,2.91,500,402.56
12,2021-03-19,Warehouse A,packaging,North,3,100,0,2.96,300,415.41
12,2021-03-19,Warehouse A,shipping,North,1,100,0,1.17,100,759.01
12,2021-03-19,Warehouse B,delivery,South,1,100,0,4.15,0,988.21
12,2021-03-19,Support Team,delivery,West,1,100,0,1.01,100,131.4
12,2021-03-19,Warehouse A,delivery,North,7,400,0,2.96,300,492.9
12,2021-03-19,Warehouse A,order_processing,North,10,600,0,2.29,700,528.51
12,2021-03-19,Warehouse A,packaging,North,3,200,0,1.07,300,436.96
12,2021-03-19,Warehouse A,shipping,North,3,200,0,2.25,100,245.17
12,2021-03-19,Support Team,delivery,West,3,200,0,3.35,300,520.78
12,2021-03-19,Support Team,order_processing,West,1,100,0,0.62,100,100.25
12,2021-03-19,Support Team,packaging,West,1,100,0,1.95,0,806.58
